,co_ibge,no_municipio,nu_ocorrencias_ambulatorio,mp_municipio,nu_ocorrencias_internacoes,uf
10,354980,São José do Rio Preto,2,"MULTIPOLYGON (((-49.436668999999995 -20.879251, -49.43313 -20.853272, -49.459187 -20.786794, -49.443385 -20.744913, -49.458897 -20.731588, -49.461183999999996 -20.684896, -49.430146 -20.700378, -49.428681999999995 -20.725028, -49.415352999999996 -20.72846, -49.400304 -20.705844, -49.367764 -20.722839, -49.347094999999996 -20.678459, -49.362117 -20.671256, -49.352477 -20.635337, -49.344837999999996 -20.662452, -49.328337999999995 -20.675037, -49.293040999999995 -20.684634, -49.266452 -20.679999, -49.281980999999995 -20.771181, -49.264911 -20.819831, -49.273202 -20.830990999999997, -49.257166999999995 -20.851153, -49.255598 -20.860761, -49.274519999999995 -20.882053, -49.289195 -20.875518, -49.314549 -20.895757, -49.317405 -20.91106, -49.346019 -20.931583999999997, -49.403833 -20.907066999999998, -49.416629 -20.918096, -49.417018999999996 -20.900582999999997, -49.436668999999995 -20.879251)))",35,SP
11,313670,Juiz de Fora,36,"MULTIPOLYGON (((-43.187587 -21.742863999999997, -43.171244 -21.75952, -43.173448 -21.798123, -43.146932 -21.812469999999998, -43.174181999999995 -21.845352, -43.188784 -21.85457, -43.201187 -21.841822, -43.236979999999996 -21.861753999999998, -43.252112 -21.828267, -43.27449 -21.838525999999998, -43.281195 -21.822518, -43.307942999999995 -21.825647, -43.334832 -21.809518999999998, -43.37569 -21.825934999999998, -43.393409999999996 -21.859281, -43.37457 -21.89596, -43.410024 -21.877996, -43.415883 -21.894381, -43.421776 -21.858010999999998, -43.445088 -21.861174, -43.441542 -21.876172, -43.460383 -21.874339, -43.456694 -21.887855, -43.490832 -21.880314, -43.496535 -21.90137, -43.492674 -21.938693, -43.529621 -21.958721999999998, -43.585127 -21.998925, -43.594755 -21.976689, -43.578526 -21.953695, -43.592693999999995 -21.940210999999998, -43.608312999999995 -21.905637, -43.651252 -21.905828, -43.638202 -21.891878, -43.640541999999996 -21.873296, -43.665487 -21.853403999999998, -43.653019 -21.835521, -43.630075999999995 -21.818754, -43.650583999999995 -21.790611, -43.656110999999996 -21.764833, -43.667894 -21.750391, -43.658356 -21.727434, -43.678962 -21.71193, -43.682282 -21.694931, -43.670145999999995 -21.668677, -43.682553 -21.661562, -43.684208999999996 -21.626727, -43.66597 -21.605345999999997, -43.656017999999996 -21.597087, -43.639491 -21.607878, -43.621203 -21.61396, -43.61557 -21.637259, -43.599238 -21.629659, -43.598022 -21.615025, -43.541733 -21.620637, -43.527286 -21.591715999999998, -43.513687 -21.585589, -43.510241 -21.559758, -43.494336 -21.555871, -43.488548 -21.53126, -43.472854999999996 -21.530592, -43.45409 -21.520872999999998, -43.426508 -21.540537999999998, -43.419151 -21.530887, -43.387617999999996 -21.54646, -43.357693 -21.587774, -43.363351 -21.594606, -43.348279999999995 -21.619073, -43.355457 -21.636408, -43.339147 -21.652863, -43.315542 -21.662993, -43.294857 -21.661368, -43.278228999999996 -21.686795, -43.261904 -21.684642, -43.257591 -21.754251, -43.242199 -21.750346, -43.24895 -21.769116999999998, -43.187587 -21.742863999999997)))",33,MG
12,317010,Uberaba,62,"MULTIPOLYGON (((-48.154520999999995 -19.882808999999998, -48.200989 -19.861152, -48.237486 -19.83942, -48.272931 -19.773798, -48.272993 -19.755838, -48.291616 -19.756863, -48.3272 -19.740610999999998, -48.318856 -19.729756, -48.262476 -19.716286, -48.240336 -19.702489, -48.184546 -19.694578999999997, -48.180053 -19.664051, -48.168517 -19.646114999999998, -48.17556 -19.626192, -48.16809 -19.600994999999998, -48.147439999999996 -19.579061, -48.146339 -19.565659999999998, -48.162216 -19.541019, -48.183892 -19.543315, -48.194615999999996 -19.517096, -48.215086 -19.506007999999998, -48.22054 -19.490285999999998, -48.249359 -19.473983999999998, -48.27243 -19.439148, -48.306481 -19.447820999999998, -48.343807999999996 -19.427698, -48.355213 -19.411808, -48.339732 -19.399231999999998, -48.346799999999995 -19.346452, -48.331714 -19.34566, -48.318656 -19.318797999999997, -48.342982 -19.282353, -48.309219999999996 -19.284256, -48.267880999999996 -19.23782, -48.225263999999996 -19.216852, -48.22906 -19.190333, -48.188962 -19.171651999999998, -48.187098999999996 -19.148457999999998, -48.149511999999994 -19.158385, -48.130081 -19.179039, -48.113201 -19.177393, -48.112344 -19.191503, -48.087858 -19.215418, -48.092783999999995 -19.228825, -48.076975999999995 -19.24647, -48.069705 -19.240244, -48.028419 -19.243195999999998, -47.999826 -19.255402, -47.986419999999995 -19.282373, -47.988726 -19.311183, -47.978229999999996 -19.330078999999998, -47.959151 -19.337041, -47.946883 -19.310069, -47.948513999999996 -19.293786, -47.927388 -19.277223, -47.929604999999995 -19.266112, -47.908390999999995 -19.272396999999998, -47.902957 -19.264184, -47.913174999999995 -19.223595, -47.903433 -19.210632, -47.910909 -19.164568, -47.920598 -19.134729999999998, -47.913463 -19.096591999999998, -47.901661999999995 -19.091241, -47.890482999999996 -19.107077, -47.869748 -19.084861999999998, -47.852638 -19.093894, -47.848499 -19.119488999999998, -47.834455999999996 -19.156449, -47.809276 -19.178471, -47.800514 -19.200681, -47.806875 -19.223665, -47.787862999999994 -19.254058999999998, -47.799077999999994 -19.307128, -47.791573 -19.321618, -47.798550999999996 -19.347818999999998, -47.792105 -19.39086, -47.776252 -19.421181999999998, -47.785948 -19.439099, -47.770168999999996 -19.475474, -47.78011 -19.490719, -47.765046 -19.521238999999998, -47.73836 -19.545063, -47.719456 -19.548717999999997, -47.701930999999995 -19.563339, -47.659535 -19.565485, -47.636615 -19.559305, -47.614999999999995 -19.565334, -47.61251 -19.598663, -47.5826 -19.627247999999998, -47.605202999999996 -19.648405999999998, -47.603797 -19.669805999999998, -47.637384 -19.681010999999998, -47.64736 -19.696089999999998, -47.639399 -19.721933999999997, -47.651824 -19.758157999999998, -47.669171999999996 -19.772651, -47.693602999999996 -19.817073999999998, -47.686037999999996 -19.85681, -47.706571 -19.86355, -47.710543 -19.876412, -47.731232999999996 -19.875306, -47.730635 -19.889197, -47.757479 -19.903247, -47.797317 -19.904749, -47.820108999999995 -19.885832999999998, -47.823811 -19.872909999999997, -47.841729 -19.866937, -47.850062 -19.880785, -47.861416999999996 -19.875337, -47.861677 -19.906613999999998, -47.839737 -19.928617, -47.837562999999996 -19.958168999999998, -47.85546 -19.977054, -47.85089 -19.989836999999998, -47.875214 -20.018575, -47.87582 -20.032411, -47.861461999999996 -20.045009999999998, -47.869808 -20.076152, -47.875077 -20.098373, -47.8994 -20.125674, -47.931525 -20.110435, -47.942405 -20.095001, -47.946022 -20.060468, -47.981159999999996 -20.036431, -47.992557999999995 -19.998936, -48.012719 -19.971415999999998, -48.013211999999996 -19.958510999999998, -48.035066 -19.954055, -47.992810999999996 -19.891737, -48.014641999999995 -19.895246, -48.068041 -19.852718, -48.083459 -19.86301, -48.099520999999996 -19.859014, -48.106376999999995 -19.844282, -48.134459 -19.855829, -48.154520999999995 -19.882808999999998)))",31,MG
13,110030,Vilhena,4,"MULTIPOLYGON (((-60.333169999999996 -13.257978999999999, -60.345831999999994 -13.25352, -60.343334 -13.235204999999999, -60.357558 -13.210089, -60.347334999999994 -13.151971, -60.346028999999994 -13.12284, -60.354853999999996 -13.102827, -60.367383999999994 -13.112934, -60.370244 -13.092184, -60.406109 -13.063372, -60.415927999999994 -13.045955, -60.420607999999994 -13.014854999999999, -60.436961999999994 -13.002853, -60.473256 -12.998802999999999, -60.498013 -12.979339, -60.504486 -12.948943, -60.520184 -12.964841, -60.55213 -12.959161, -60.57105 -12.986613, -60.591904 -12.968155, -60.612655999999994 -12.992386999999999, -60.589835 -12.935239, -60.596413 -12.917753999999999, -60.581582 -12.865318, -60.585836 -12.849685, -60.575084999999994 -12.829635, -60.57364 -12.792926, -60.562329999999996 -12.767543, -60.534977999999995 -12.793460999999999, -60.517032 -12.792815, -60.443649 -12.839255, -60.448263999999995 -12.611086, -60.448356999999994 -12.538736, -60.63474 -12.538996, -60.635290999999995 -12.490743, -60.630022 -12.445008, -60.810001 -12.447901, -60.809169999999995 -12.375482, -60.785365 -12.367701, -60.755407999999996 -12.343161, -60.699638 -12.324057, -60.684549999999994 -12.296517999999999, -60.685385999999994 -12.261541999999999, -60.649984999999994 -12.261370999999999, -60.543802 -12.259884, -60.302344 -12.258426, -60.308051999999996 -12.243773, -60.306275 -12.196461, -60.315497 -12.167169, -60.312915 -12.147395, -60.324968999999996 -12.135439, -60.334053999999995 -12.100213, -60.36497 -12.071347, -60.374607999999995 -12.050488, -60.377553 -12.008754999999999, -60.387217 -11.988591, -60.347218 -11.955703, -60.374615 -11.929988, -60.370476999999994 -11.902092, -60.399995 -11.844707999999999, -60.424051999999996 -11.824166, -60.463142999999995 -11.781958, -60.458379 -11.755168, -60.441382 -11.727281, -60.445243 -11.697668, -60.455358 -11.704488999999999, -60.446248 -11.671356999999999, -60.460913999999995 -11.66329, -60.454328999999994 -11.627334, -60.437247 -11.610940999999999, -60.437886999999996 -11.564891999999999, -60.448722 -11.559941, -60.440625 -11.53777, -60.446161 -11.511401, -60.438216999999995 -11.502443999999999, -60.472358 -11.483099, -60.463333999999996 -11.464882, -60.438026 -11.446864999999999, -60.442687 -11.407136999999999, -60.458777999999995 -11.384297, -60.460826999999995 -11.358181, -60.484078999999994 -11.368494, -60.495664 -11.347218, -60.483799 -11.29289, -60.510467999999996 -11.277605999999999, -60.52805 -11.254514, -60.537547999999994 -11.216005, -60.532137 -11.182784, -60.51989 -11.168825, -60.519219 -11.128983999999999, -60.527882999999996 -11.116717999999999, -60.506995999999994 -11.09817, -60.512826 -11.066347, -60.475248 -11.046057, -60.464468999999994 -11.018644, -60.469137999999994 -10.999927999999999, -60.460049999999995 -10.989856, -60.438361 -11.023838999999999, -60.446597 -11.042152999999999, -60.432511 -11.037631, -60.411491 -11.046776, -60.414386 -11.067471, -60.404137999999996 -11.069376, -60.391554 -11.093793, -60.373241 -11.094125, -60.35002 -11.108322, -60.341972999999996 -11.082633999999999, -60.301247999999994 -11.057152, -60.282357999999995 -11.064017, -60.280832999999994 -11.091529999999999, -60.241246999999994 -11.096888, -60.191469 -11.114113, -60.176441999999994 -11.098818, -60.159273 -11.095654, -60.142494 -11.105742, -60.112691 -11.10254, -60.096191 -11.110788, -60.084246 -11.096843999999999, -60.066714 -11.125509, -60.032028 -11.127778, -59.976777 -11.122389, -59.984935 -11.147036, -59.995022 -11.148202999999999, -59.980411999999994 -11.179589, -59.964026 -11.189115, -59.98113 -11.203762, -59.979687999999996 -11.23953, -59.967910999999994 -11.252934, -59.959467999999994 -11.294734, -59.927774 -11.310435, -59.917193 -11.338434999999999, -59.925436999999995 -11.361775999999999, -59.920634 -11.398007999999999, -59.934413 -11.423668, -59.952352 -11.436422, -59.976240999999995 -11.439222, -59.985408 -11.469341, -60.031237999999995 -11.493172, -60.026723999999994 -11.505675, -60.041526 -11.516606999999999, -60.057469999999995 -11.542095999999999, -60.099275 -11.570827, -60.094440999999996 -11.585882, -60.11091 -11.582488, -60.109908999999995 -11.61554, -60.122411 -11.682402, -60.107389 -11.748973, -60.108858999999995 -11.775751999999999, -60.09686 -11.795323999999999, -60.103359999999995 -11.819172, -60.098867 -11.845555, -60.065884 -11.890825, -60.033438999999994 -11.898695, -60.00689 -11.894682999999999, -59.984196 -11.914821, -59.980382999999996 -11.946475999999999, -59.986990999999996 -11.96009, -59.971357999999995 -11.969946, -59.967171 -12.002635, -59.979358 -12.029549999999999, -59.96958 -12.032475, -59.961997 -12.056367, -59.929275999999994 -12.078455, -59.923046 -12.094654, -59.899803999999996 -12.117223, -59.899609 -12.166319999999999, -59.910810999999995 -12.186456999999999, -59.901714999999996 -12.223879, -59.886796999999994 -12.245087, -59.774356999999995 -12.340956, -59.779373 -12.341453, -59.792941 -12.345782, -59.81877 -12.389889, -59.832549 -12.401399, -59.842549 -12.424849, -59.844159999999995 -12.467172999999999, -59.898177999999994 -12.501643, -59.896054 -12.536444999999999, -59.947655 -12.599264999999999, -59.972732 -12.60994, -59.981573999999995 -12.592139, -59.997495 -12.590767999999999, -60.003423999999995 -12.603121, -60.028942 -12.618566999999999, -60.045378 -12.641710999999999, -60.045798 -12.661508999999999, -60.059835 -12.664152999999999, -60.065846 -12.693823, -60.056058 -12.699124999999999, -60.074844 -12.734484, -60.062459 -12.757406, -60.059217999999994 -12.786947999999999, -60.068450999999996 -12.789918, -60.065638 -12.810704999999999, -60.082817999999996 -12.852635999999999, -60.079113 -12.881141999999999, -60.101527999999995 -12.913416, -60.117165 -12.959556, -60.139795 -12.970206, -60.150631999999995 -12.964058, -60.183344 -12.967628999999999, -60.213657 -13.007052999999999, -60.215292 -13.026981, -60.241330999999995 -13.038457999999999, -60.267616 -13.077285, -60.282992 -13.080551999999999, -60.27712 -13.112677999999999, -60.280621999999994 -13.135615999999999, -60.268505 -13.144971, -60.303836999999994 -13.17837, -60.308223999999996 -13.199487999999999, -60.329784 -13.235469, -60.333169999999996 -13.257978999999999)))",27,RO
14,420930,Lages,44,"MULTIPOLYGON (((-50.17386 -28.161241999999998, -50.186864 -28.161952, -50.171122999999994 -28.185086, -50.182753999999996 -28.192774, -50.16589 -28.201296, -50.218246 -28.207238, -50.216932 -28.251115, -50.245174999999996 -28.256919, -50.24443 -28.289503999999997, -50.230934999999995 -28.301354, -50.256032 -28.306893, -50.25112 -28.315265999999998, -50.279163 -28.313045, -50.265935999999996 -28.328661999999998, -50.271501 -28.342964, -50.288292 -28.345976999999998, -50.335691 -28.367549999999998, -50.340025999999995 -28.382503999999997, -50.381012999999996 -28.375245, -50.407104999999994 -28.396887999999997, -50.406400999999995 -28.424197, -50.424755 -28.433301, -50.456857 -28.410650999999998, -50.501084 -28.412537999999998, -50.531594 -28.407811, -50.530904 -28.428606, -50.565414 -28.413224, -50.593176 -28.381577, -50.613882999999994 -28.393607, -50.633289999999995 -28.378916, -50.628822 -28.36402, -50.665231 -28.337925, -50.664908 -28.312796, -50.695223999999996 -28.28852, -50.695611 -28.269914999999997, -50.664877999999995 -28.256081, -50.673216 -28.283552, -50.631114 -28.296571, -50.574039 -28.254178999999997, -50.544613999999996 -28.250819, -50.540068999999995 -28.22358, -50.512522 -28.210984, -50.50481 -28.193019, -50.518642 -28.171319999999998, -50.524935 -28.138253, -50.502665 -28.116885, -50.49538 -28.100413999999997, -50.465148 -28.080546, -50.447792 -28.08157, -50.418625999999996 -28.046972, -50.400735999999995 -28.046581, -50.389897999999995 -28.019429, -50.413889999999995 -28.005861, -50.399217 -27.984375, -50.403321 -27.976519999999997, -50.374322 -27.96565, -50.368508 -27.932503999999998, -50.354825 -27.926036999999997, -50.372755999999995 -27.907051, -50.380828 -27.880332, -50.41641 -27.86715, -50.437103 -27.873817, -50.458585 -27.855923999999998, -50.516512999999996 -27.873175, -50.544092 -27.869296, -50.576493 -27.840367999999998, -50.605052 -27.832921, -50.61888 -27.809763999999998, -50.610386999999996 -27.790571, -50.630328999999996 -27.786144, -50.615778999999996 -27.774434, -50.636345 -27.760773, -50.630831 -27.729008, -50.639526 -27.714351999999998, -50.605235 -27.728935999999997, -50.594744 -27.709021, -50.574593 -27.715208, -50.567653 -27.733162, -50.557036 -27.724034999999997, -50.542612 -27.734876999999997, -50.554775 -27.749577, -50.542352 -27.765266, -50.524570999999995 -27.765947999999998, -50.517756 -27.787219, -50.495746 -27.76906, -50.470186999999996 -27.766610999999997, -50.443875 -27.774932, -50.397084 -27.750501999999997, -50.389959 -27.729996, -50.366684 -27.747048, -50.354437 -27.739501999999998, -50.326738999999996 -27.74967, -50.309008 -27.748562999999997, -50.296020999999996 -27.708323, -50.310247999999994 -27.677985999999997, -50.273106 -27.675856, -50.248760999999995 -27.658984, -50.194326 -27.632693999999997, -50.181618 -27.654795999999997, -50.161626 -27.660985999999998, -50.152836 -27.651666, -50.13671 -27.70767, -50.134578 -27.696606, -50.10462 -27.675867999999998, -50.078539 -27.624551999999998, -50.054697999999995 -27.617903, -50.046502999999994 -27.57856, -50.027417 -27.570705999999998, -50.012679 -27.577575, -50.02964 -27.592574, -49.999716 -27.640683, -50.002280999999996 -27.674485999999998, -50.012564999999995 -27.672348999999997, -50.027359999999994 -27.69344, -50.031285999999994 -27.756655, -50.045933999999995 -27.774321, -50.068441 -27.777115, -50.076823999999995 -27.792606, -50.066567 -27.811234, -50.071843 -27.840618, -50.107631999999995 -27.857346, -50.141472 -27.853244, -50.169089 -27.869045999999997, -50.199672 -27.86312, -50.214071999999994 -27.875369, -50.213237 -27.896677, -50.193964 -27.913717, -50.181602999999996 -27.937991, -50.197882 -27.975897, -50.199652 -27.993208, -50.191812999999996 -28.089305999999997, -50.201363 -28.10915, -50.189799 -28.139625, -50.17386 -28.161241999999998)))",27,SC
15,330580,Teresópolis,5,"MULTIPOLYGON (((-42.918189 -22.451006, -42.930178 -22.447999, -42.976116 -22.471003, -43.000102 -22.459685999999998, -43.028842999999995 -22.461251, -43.023254 -22.441772, -43.03763 -22.411096999999998, -43.029494 -22.400033999999998, -43.034037999999995 -22.372505999999998, -43.022852 -22.355829999999997, -43.033907 -22.327267, -43.046254999999995 -22.326413, -43.036394 -22.308363999999997, -43.01408 -22.301993, -43.013881999999995 -22.287884, -42.989818 -22.278437, -42.980608 -22.264699999999998, -42.958109 -22.254089, -42.942139 -22.233855, -42.906551 -22.224950999999997, -42.892224 -22.189757999999998, -42.869153999999995 -22.191015, -42.814951 -22.163522999999998, -42.77712 -22.130478, -42.744668999999995 -22.127699, -42.755499 -22.156702, -42.747695 -22.162364, -42.748692999999996 -22.194001, -42.732591 -22.209308999999998, -42.743925 -22.234035, -42.721392 -22.248082999999998, -42.713992 -22.26614, -42.711009 -22.287278999999998, -42.726284 -22.318217, -42.718028 -22.330326, -42.727588999999995 -22.355577, -42.732551 -22.356868, -42.739674 -22.370572, -42.767177 -22.384254, -42.793487999999996 -22.375445, -42.813083 -22.388952999999997, -42.810538 -22.405231999999998, -42.852404 -22.416916999999998, -42.871564 -22.446102999999997, -42.897746 -22.459032, -42.918189 -22.451006)))",24,RJ
16,510840,Várzea Grande,15,"MULTIPOLYGON (((-56.145761 -15.768320999999998, -56.154694 -15.751767, -56.172593 -15.752317999999999, -56.192271999999996 -15.777287999999999, -56.206540999999994 -15.776577999999999, -56.245346999999995 -15.759989, -56.244729 -15.733816, -56.26426 -15.711526, -56.264018 -15.684125, -56.219603 -15.64222, -56.211589999999994 -15.626676, -56.218036999999995 -15.611184999999999, -56.233995 -15.609573999999999, -56.429001 -15.556448, -56.467800999999994 -15.558672999999999, -56.493201 -15.575111999999999, -56.506443999999995 -15.563288, -56.556073 -15.615414, -56.576480999999994 -15.56827, -56.545223 -15.525032, -56.535951999999995 -15.515645999999998, -56.502671 -15.51052, -56.469755 -15.471777999999999, -56.465483 -15.457497, -56.429247999999994 -15.434419, -56.400293 -15.43309, -56.378909 -15.409834, -56.355523 -15.412306, -56.328807 -15.38434, -56.316921 -15.381095, -56.303992 -15.360035, -56.278748 -15.340121, -56.246865 -15.362371, -56.232625999999996 -15.411301, -56.248658 -15.450723, -56.236731 -15.466201, -56.217355999999995 -15.471995999999999, -56.200762999999995 -15.498747999999999, -56.182986 -15.512035, -56.192707 -15.524771999999999, -56.172187 -15.534752, -56.161621999999994 -15.559830999999999, -56.142474 -15.560599999999999, -56.13427 -15.582170999999999, -56.14403 -15.591716, -56.129948 -15.628421, -56.10679 -15.615991, -56.070175 -15.64556, -56.069525999999996 -15.67598, -56.077433 -15.684868999999999, -56.102101 -15.686926, -56.114537999999996 -15.69821, -56.103199 -15.717011, -56.11091 -15.741985999999999, -56.145761 -15.768320999999998)))",23,MT
17,354990,São José dos Campos,16,"MULTIPOLYGON (((-46.074802999999996 -23.180873, -46.102596999999996 -23.157321, -46.09144 -23.143006999999997, -46.10313 -23.117983, -46.105075 -23.085065, -46.07624 -23.037163, -46.082544 -23.033835999999997, -46.065621 -22.998526, -46.082584999999995 -22.985488999999998, -46.051966 -22.968283, -46.053222 -22.950248, -46.041177 -22.913823999999998, -46.050675 -22.896974999999998, -46.027834 -22.885057, -46.007611 -22.889294, -45.993092 -22.869809999999998, -45.975138 -22.868067999999997, -45.956528999999996 -22.849840999999998, -45.939312 -22.846669, -45.913244999999996 -22.816972, -45.891162 -22.845529, -45.888525 -22.876006, -45.870978 -22.871492999999997, -45.863814999999995 -22.892440999999998, -45.877347 -22.920937, -45.895638999999996 -22.934116, -45.880759999999995 -22.965811, -45.932356999999996 -23.020412999999998, -45.923913 -23.035836999999997, -45.885635 -23.009569, -45.879276 -23.027870999999998, -45.855599 -23.042862, -45.841784999999994 -23.041192, -45.787065999999996 -23.111645, -45.75481 -23.112561, -45.760414999999995 -23.12869, -45.759924999999996 -23.166657, -45.750910999999995 -23.192614, -45.72128 -23.237949, -45.748137 -23.255039999999997, -45.762476 -23.251282, -45.793718999999996 -23.292004, -45.830192 -23.293067999999998, -45.847308 -23.306652999999997, -45.870101999999996 -23.297974999999997, -45.904007 -23.294826, -45.921215 -23.26308, -45.952594999999995 -23.257316, -45.963673 -23.245388, -45.955856 -23.203934, -45.981829999999995 -23.199509, -45.997622 -23.186442, -46.021574 -23.20222, -46.064201 -23.172314999999998, -46.074802999999996 -23.180873)))",22,SP
18,320520,Vila Velha,68,"MULTIPOLYGON (((-40.27439 -20.320027, -40.283643999999995 -20.35364, -40.314197 -20.392535, -40.321923 -20.427891, -40.34656 -20.47628, -40.360127999999996 -20.519897999999998, -40.377151999999995 -20.535497, -40.379943 -20.518107, -40.484155 -20.505177, -40.463454 -20.432206, -40.389784999999996 -20.418539, -40.370312 -20.399649999999998, -40.354541 -20.326909, -40.27439 -20.320027)))",22,ES
19,354340,Ribeirão Preto,19,"MULTIPOLYGON (((-47.659130999999995 -21.195801, -47.665537 -21.200388999999998, -47.668029 -21.211638999999998, -47.697227999999996 -21.225268, -47.732305 -21.263168, -47.757597999999994 -21.271846, -47.787068999999995 -21.297971999999998, -47.789792 -21.322741999999998, -47.801542999999995 -21.316506999999998, -47.817679 -21.343059, -47.850967 -21.358477, -47.884071999999996 -21.358276999999998, -47.905991 -21.368057, -47.919875 -21.356544, -47.938734 -21.358925, -47.944046 -21.345626, -47.962250999999995 -21.342171, -47.989154 -21.309372, -47.964915999999995 -21.297058999999997, -47.926373 -21.267287, -47.907835 -21.260483999999998, -47.921974 -21.242057, -47.931762 -21.20373, -47.943422999999996 -21.200295999999998, -47.91659 -21.200705, -47.901787 -21.159613999999998, -47.913149 -21.119065, -47.903580999999996 -21.097417, -47.882932 -21.097787, -47.872006999999996 -21.064275, -47.820817999999996 -21.068141999999998, -47.778568 -21.061756, -47.785486999999996 -21.086423, -47.755005999999995 -21.082492, -47.762777 -21.095685, -47.750966999999996 -21.112658, -47.719052999999995 -21.120072, -47.696884999999995 -21.131702999999998, -47.667249999999996 -21.118562, -47.646682 -21.148149999999998, -47.665068999999995 -21.160565, -47.659130999999995 -21.195801)))",22,SP
20,355700,Votorantim,41,"MULTIPOLYGON (((-47.307463 -23.561007, -47.309988 -23.597292, -47.296847 -23.603654, -47.311271 -23.622318999999997, -47.325838 -23.62401, -47.336003 -23.611286999999997, -47.368432 -23.633767, -47.391099999999994 -23.633328, -47.404514999999996 -23.621183, -47.443956 -23.621375, -47.464006999999995 -23.638648999999997, -47.494167999999995 -23.650012999999998, -47.466884 -23.624465999999998, -47.492906 -23.607331, -47.492520999999996 -23.584168, -47.493942999999994 -23.557752999999998, -47.516369999999995 -23.542835999999998, -47.502767999999996 -23.535816, -47.475663 -23.549567999999997, -47.465401 -23.533901999999998, -47.444452999999996 -23.522157999999997, -47.400133 -23.526678999999998, -47.364740999999995 -23.523972, -47.355503999999996 -23.560395999999997, -47.307463 -23.561007)))",18,SP
21,320530,Vitória,5,"MULTIPOLYGON (((-40.27439 -20.320027, -40.354541 -20.326909, -40.361593 -20.306196999999997, -40.328944 -20.260424, -40.3292 -20.239265, -40.221005999999996 -20.238955, -40.214943 -20.242645, -40.234392 -20.276301999999998, -40.237491999999996 -20.294985, -40.258801 -20.265788999999998, -40.289124 -20.28378, -40.289316 -20.308569, -40.27439 -20.320027)), ((-29.308460999999998 -20.508152, -29.299584 -20.526656, -29.322563 -20.525273, -29.344161 -20.510251999999998, -29.336857 -20.488153, -29.308460999999998 -20.508152)))",18,ES
